Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
114,Sergi Cardona,es ESP,DF,es Villarreal,26-102,1999,2,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
115,Marco Carnesecchi,it ITA,GK,it Atalanta,25-109,2000,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
116,Álvaro Carreras,es ESP,DF,es Real Madrid,22-209,2003,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,2,3,4,0,0,0,0,0,0,0.11,0.11,0,0.11,Matches
117,Dani Carvajal,es ESP,DF,es Real Madrid,33-280,1992,1,0,67,0.7,0,0,0,0,0,0,0,1,0.1,0.1,0,0.1,2,2,4,0,0,0,0,0,0.12,0.04,0.16,0.12,0.16,Matches
118,Marc Casado,es ESP,MF,es Barcelona,22-034,2003,2,0,20,0.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
119,Geny Catamo,mz MOZ,FW,pt Sporting CP,24-265,2001,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,Matches
120,Dani Ceballos,es ESP,MF,es Real Madrid,29-072,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
121,Fares Chaïbi,dz ALG,"MF,FW",de Eint Frankfurt,22-324,2002,2,2,180,2,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,5,9,0,0,0.5,0.5,0,0.5,0.03,0.06,0.08,0.03,0.08,Matches
122,Trevoh Chalobah,eng ENG,DF,eng Chelsea,26-105,1999,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,0,0,0,0,0,0,0,Matches
123,Štěpán Chaloupek,cz CZE,DF,cz Slavia Prague,22-224,2003,2,1,163,1.8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,6,0,0,0,0,0,0,0,0.06,0.06,0,0.06,Matches
124,Muhammed Cham,at AUT,MF,cz Slavia Prague,25-022,2000,2,0,21,0.2,0,0,0,0,0,0,0,0,0,0,1,1.1,1,3,0,0,0,0,0,0,0.05,4.46,4.51,0.05,4.51,Matches
125,Lucas Chevalier,fr FRA,GK,fr Paris S-G,23-346,2001,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
126,Chiquinho,pt POR,MF,gr Olympiacos,30-091,1995,2,2,175,1.9,0,0,0,0,0,0,0,0,0,0,0.3,0.4,3,10,17,0,0,0,0,0,0.02,0.18,0.2,0.02,0.2,Matches
127,Tomáš Chorý,cz CZE,FW,cz Slavia Prague,30-265,1995,2,1,121,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,2,1,7,0,0,0,0,0,0.21,0.01,0.22,0.21,0.22,Matches
128,Chriso,ci CIV,MF,az Qarabağ,25-307,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
129,Andreas Christensen,dk DEN,DF,es Barcelona,29-191,1996,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
130,Carney Chukwuemeka,eng ENG,MF,de Dortmund,21-363,2003,1,1,62,0.7,1,0,1,1,0,0,0,0,0,0,0,0.1,4,3,3,1.45,0,1.45,1.45,1.45,0.06,0.03,0.08,0.06,0.08,Matches
131,Mojmir Chytil,cz CZE,FW,cz Slavia Prague,26-172,1999,2,0,22,0.2,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,0,1,2,0,0,0,0,0,0.78,0,0.78,0.78,0.78,Matches
132,Viktor Claesson,se SWE,FW,dk FC Copenhagen,33-289,1992,2,0,67,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,5,6,0,0,0,0,0,0.23,0.16,0.4,0.23,0.4,Matches
133,Nnamdi Collins,de GER,DF,de Eint Frankfurt,21-281,2004,2,2,147,1.6,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,Matches
134,Santi Comesaña,es ESP,MF,es Villarreal,29-013,1996,2,2,167,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,2,8,2,0,0,0,0,0,0.05,0.07,0.12,0.05,0.12,Matches
135,Francisco Conceição,pt POR,MF,it Juventus,22-308,2002,1,0,45,0.5,1,0,1,1,0,0,1,0,0.1,0.1,0,0.1,2,1,5,2,0,2,2,2,0.24,0,0.24,0.24,0.24,Matches
136,João Pedro Araújo Correia,cv CPV,DF,cy Pafos FC,29-043,1996,1,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
137,Jorginho Costa,pt POR,"MF,FW",kz Qaırat Almaty,27-343,1997,2,2,154,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.4,0,1,6,0,0,0,0,0,0.07,0.14,0.21,0.07,0.21,Matches
138,Costinha,pt POR,DF,gr Olympiacos,25-206,2000,2,1,120,1.3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
139,Mamadou Coulibaly,fr FRA,MF,fr Monaco,21-180,2004,2,1,126,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,3,7,3,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08,Matches
140,Thibaut Courtois,be BEL,GK,es Real Madrid,33-160,1992,2,2,180,2,0,1,1,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0.5,0.5,0,0.5,0,0.18,0.18,0,0.18,Matches
141,Yan Couto,br BRA,DF,de Dortmund,23-137,2002,1,1,90,1,1,0,1,1,0,0,0,0,0,0,0,0,3,0,10,1,0,1,1,1,0.04,0,0.04,0.04,0.04,Matches
142,Pau Cubarsí,es ESP,DF,es Barcelona,18-269,2007,2,2,158,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches
143,Marc Cucurella,es ESP,DF,eng Chelsea,27-088,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0.1,0.2,1,6,5,0,0,0,0,0,0.01,0.07,0.08,0.01,0.08,Matches
144,Elvin Cəfərquliyev,az AZE,DF,az Qarabağ,24-357,2000,2,2,165,1.8,0,0,0,0,0,0,0,0,0,0,0.2,0.2,2,3,7,0,0,0,0,0,0,0.13,0.13,0,0.13,Matches
145,Samuel Dahl,se SWE,DF,pt Benfica,25-228,2000,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0.3,0.3,3,5,8,0,0,0,0,0,0,0.13,0.13,0,0.13,Matches
146,Kevin Danso,at AUT,DF,eng Tottenham,27-029,1998,2,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
147,Matteo Darmian,it ITA,DF,it Inter,35-320,1989,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,Matches
148,Juan David Cabal,co COL,DF,it Juventus,24-283,2001,1,1,15,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches
149,Jonathan David,ca CAN,"FW,MF",it Juventus,25-277,2000,2,2,142,1.6,0,0,0,0,0,0,0,0,1,1,0,1,6,3,11,0,0,0,0,0,0.62,0,0.62,0.62,0.62,Matches
150,Promise David,ca CAN,FW,be Union SG,24-107,2001,2,2,111,1.2,1,0,1,0,1,1,0,0,1,0.2,0.2,0.4,0,2,3,0.81,0,0.81,0,0,0.79,0.16,0.95,0.16,0.31,Matches
151,Kevin De Bruyne,be BEL,MF,it Napoli,34-112,1991,2,2,105,1.2,0,2,2,0,0,0,0,0,0.1,0.1,0.6,0.7,2,8,4,0,1.71,1.71,0,1.71,0.04,0.55,0.59,0.04,0.59,Matches
152,Charles De Ketelaere,be BEL,FW,it Atalanta,24-222,2001,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,1,0,0,0,0,0,0,0.28,0.28,0,0.28,Matches
153,Kamiel Van De Perre,be BEL,MF,be Union SG,21-248,2004,2,1,82,0.9,0,0,0,0,0,0,1,0,0,0,0,0.1,0,3,2,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06,Matches
154,Zeno Debast,be BEL,"DF,MF",pt Sporting CP,21-359,2003,2,0,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
155,Amar Dedić,ba BIH,DF,pt Benfica,23-061,2002,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches
156,Thomas Delaney,dk DEN,MF,dk FC Copenhagen,34-045,1991,2,2,131,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
157,Sergiño Dest,us USA,DF,nl PSV Eindhoven,24-349,2000,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches
158,Michele Di Gregorio,it ITA,GK,it Juventus,28-083,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
159,Giovanni Di Lorenzo,it ITA,DF,it Napoli,32-075,1993,1,1,20,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
160,Mamadou Diakhon,fr FRA,FW,be Club Brugge,20-026,2005,1,0,30,0.3,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,0,0,3,3,0,3,3,3,0.84,0,0.84,0.84,0.84,Matches
161,Rúben Dias,pt POR,DF,eng Manchester City,28-157,1997,2,2,180,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,6,10,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches
162,Krépin Diatta,sn SEN,DF,fr Monaco,26-235,1999,1,1,90,1,0,1,1,0,0,0,1,0,0,0,0,0,2,3,7,0,1,1,0,1,0,0.04,0.04,0,0.04,Matches
163,Brahim Díaz,ma MAR,FW,es Real Madrid,26-076,1999,2,0,49,0.5,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,0,2,8,1.84,0,1.84,1.84,1.84,0.46,0.03,0.49,0.46,0.49,Matches
164,Luis Díaz,co COL,FW,de Bayern Munich,28-278,1997,2,2,135,1.5,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,4,4,17,0,0,0,0,0,0.41,0.08,0.49,0.41,0.49,Matches
165,Ole Didrik Blomberg,no NOR,"MF,FW",no Bodø/Glimt,25-128,2000,1,0,11,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,1,2,0,0,0,0,0,1.23,0,1.23,1.23,1.23,Matches
166,Eric Dier,eng ENG,DF,fr Monaco,31-276,1994,2,2,180,2,1,0,1,0,1,1,0,0,0.8,0,0.3,0.3,0,4,0,0.5,0,0.5,0,0,0.41,0.15,0.56,0.02,0.16,Matches
167,Federico Dimarco,it ITA,DF,it Inter,27-342,1997,2,2,169,1.9,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1,3,6,8,0,0,0,0,0,0.22,0.29,0.51,0.22,0.51,Matches
168,Landry Dimata,be BEL,FW,cy Pafos FC,28-047,1997,2,1,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
169,Berat Djimsiti,al ALB,DF,it Atalanta,32-241,1993,2,2,164,1.8,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,4,0,0,0,0,0,0,0,0.2,0.2,0,0.2,Matches
170,Ritsu Doan,jp JPN,"FW,MF",de Eint Frankfurt,27-124,1998,2,2,156,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,4,9,0,0,0,0,0,0.06,0.04,0.1,0.06,0.1,Matches
171,Jeremy Doku,be BEL,MF,eng Manchester City,23-144,2002,2,2,128,1.4,1,0,1,1,0,0,0,0,0.3,0.3,0.3,0.7,19,8,22,0.7,0,0.7,0.7,0.7,0.25,0.23,0.47,0.25,0.47,Matches
172,Kasper Dolberg,dk DEN,FW,nl Ajax,28-012,1997,1,0,28,0.3,0,0,0,0,0,0,0,0,0.6,0.6,0,0.6,0,0,2,0,0,0,0,0,1.82,0,1.82,1.82,1.82,Matches
173,Gianluigi Donnarumma,it ITA,GK,eng Manchester City,26-235,1999,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
174,Oscar Dorley,lr LBR,MF,cz Slavia Prague,27-091,1998,2,2,180,2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.3,0,6,2,0,0,0,0,0,0.12,0.01,0.13,0.12,0.13,Matches
175,David Doudera,cz CZE,DF,cz Slavia Prague,27-140,1998,2,2,138,1.5,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,1,7,8,0,0,0,0,0,0.2,0.14,0.33,0.2,0.33,Matches
176,Vlad Dragomir,ro ROU,"MF,FW",cy Pafos FC,26-177,1999,2,2,150,1.7,0,0,0,0,0,0,0,0,0,0,0.1,0.2,1,3,5,0,0,0,0,0,0.01,0.09,0.1,0.01,0.1,Matches
177,Couhaib Driouech,ma MAR,MF,nl PSV Eindhoven,23-184,2002,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,Matches
178,Denzel Dumfries,nl NED,DF,it Inter,29-183,1996,2,2,165,1.8,1,0,1,1,0,0,0,0,0.8,0.8,0,0.8,2,10,5,0.55,0,0.55,0.55,0.55,0.42,0,0.42,0.42,0.42,Matches
179,Claudio Echeverri,ar ARG,"MF,FW",de Leverkusen,19-289,2006,2,0,35,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,2,0,4,0,0,0,0,0,0.52,0,0.52,0.52,0.52,Matches
180,Éderson,br BRA,MF,it Atalanta,26-103,1999,1,1,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches
181,Oliver Edvardsen,no NOR,FW,nl Ajax,26-213,1999,2,1,135,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.8,0,3,5,0,0,0,0,0,0.14,0.38,0.52,0.14,0.52,Matches
182,CJ Egan-Riley,eng ENG,DF,fr Marseille,22-289,2003,2,0,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
183,Hugo Ekitike,fr FRA,FW,eng Liverpool,23-120,2002,2,1,100,1.1,0,0,0,0,0,0,0,0,1.7,1.7,0,1.7,2,2,7,0,0,0,0,0,1.54,0,1.54,1.54,1.54,Matches
184,Anthony Elanga,se SWE,FW,eng Newcastle Utd,23-174,2002,2,2,134,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,8,1,21,0,0,0,0,0,0.08,0.47,0.55,0.08,0.55,Matches
185,Eren Elmalı,tr TUR,"DF,FW",tr Galatasaray,25-103,2000,2,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,Matches
186,Elif Elmas,mk MKD,MF,it Napoli,26-024,1999,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
187,Mohamed Elyounoussi,no NOR,FW,dk FC Copenhagen,31-075,1994,2,2,180,2,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.7,5,10,12,0,0,0,0,0,0.22,0.11,0.33,0.22,0.33,Matches
188,Mads Emil Madsen,dk DEN,MF,dk FC Copenhagen,27-277,1998,2,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
189,Francesco Esposito,it ITA,FW,it Inter,20-112,2005,2,1,114,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.6,0,4,13,0,0,0,0,0,0.27,0.17,0.45,0.27,0.45,Matches
190,Håkon Evjen,no NOR,MF,no Bodø/Glimt,25-246,2000,2,2,176,2,0,2,2,0,0,0,0,0,0.7,0.7,0.9,1.6,2,9,3,0,1.02,1.02,0,1.02,0.34,0.46,0.79,0.34,0.79,Matches
191,Eberechi Eze,eng ENG,FW,eng Arsenal,27-111,1998,2,1,88,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,5,5,0,0,0,0,0,0,0.07,0.07,0,0.07,Matches
192,Ansu Fati,es ESP,"MF,FW",fr Monaco,22-352,2002,2,1,91,1,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.4,2,6,4,0.99,0,0.99,0.99,0.99,0.35,0.07,0.42,0.35,0.42,Matches
193,Enzo Fernández,ar ARG,MF,eng Chelsea,24-274,2001,2,2,170,1.9,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,3,11,5,0,0,0,0,0,0.14,0.18,0.32,0.14,0.32,Matches
194,Ezequiél Fernández,ar ARG,MF,de Leverkusen,23-085,2002,2,2,140,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
195,Edimilson Filho,br BRA,FW,kz Qaırat Almaty,28-182,1997,2,0,47,0.5,1,0,1,1,0,0,0,0,0.1,0.1,0,0.1,0,2,0,1.91,0,1.91,1.91,1.91,0.2,0,0.2,0.2,0.2,Matches
196,Ryan Flamingo,nl NED,DF,nl PSV Eindhoven,22-291,2002,2,1,115,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches
197,Mark Flekken,nl NED,GK,de Leverkusen,32-127,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
198,Phil Foden,eng ENG,MF,eng Manchester City,25-143,2000,2,2,180,2,0,1,1,0,0,0,0,0,0.2,0.2,1,1.2,4,12,14,0,0.5,0.5,0,0.5,0.11,0.48,0.59,0.11,0.59,Matches
199,Carlos Forbs,pt POR,FW,be Club Brugge,21-213,2004,2,2,134,1.5,0,1,1,0,0,0,0,0,0.2,0.2,0.9,1.1,10,6,13,0,0.67,0.67,0,0.67,0.14,0.59,0.73,0.14,0.73,Matches
200,Juan Foyth,ar ARG,DF,es Villarreal,27-279,1998,1,1,90,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,2,0,0,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches
201,Davide Frattesi,it ITA,MF,it Inter,25-361,1999,1,0,22,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,1,0,0,0,0,0,0,0.53,0,0.53,0.53,0.53,Matches
202,Iván Fresneda,es ESP,DF,pt Sporting CP,21-020,2004,2,2,180,2,0,0,0,0,0,0,0,0,0,0,1.2,1.2,9,3,9,0,0,0,0,0,0,0.58,0.58,0,0.58,Matches
203,Jeremie Frimpong,nl NED,"FW,DF",eng Liverpool,24-312,2000,2,2,118,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,4,3,8,0,0,0,0,0,0.09,0.45,0.55,0.09,0.55,Matches
204,Anton Gaaei,dk DEN,DF,nl Ajax,22-333,2002,2,1,126,1.4,0,0,0,0,0,0,1,0,0,0,0.5,0.6,2,11,13,0,0,0,0,0,0.03,0.39,0.42,0.03,0.42,Matches
205,Cody Gakpo,nl NED,FW,eng Liverpool,26-164,1999,2,2,118,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,5,1,12,0,0,0,0,0,0.15,0.35,0.51,0.15,0.51,Matches
206,Javi Galán,es ESP,DF,es Atlético Madrid,30-333,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,Matches
207,Iñigo Ruiz de Galarreta,es ESP,MF,es Athletic Club,32-073,1993,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,Matches
208,Conor Gallagher,eng ENG,MF,es Atlético Madrid,25-254,2000,2,2,150,1.7,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
209,Aleix García,es ESP,MF,de Leverkusen,28-112,1997,2,1,130,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,1,17,0,0,0,0,0,0,0.05,0.27,0.31,0.05,0.31,Matches
210,Dani García,es ESP,MF,gr Olympiacos,35-147,1990,2,2,119,1.3,0,0,0,0,0,0,1,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,Matches
211,Eric García,es ESP,DF,es Barcelona,24-282,2001,2,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,Matches
212,Fran Garcia,es ESP,DF,es Real Madrid,26-065,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0.2,0.2,2,5,2,0,0,0,0,0,0,0.24,0.24,0,0.24,Matches
213,Gonzalo García,es ESP,FW,es Real Madrid,21-208,2004,1,0,10,0.1,0,1,1,0,0,0,0,0,0,0,0.1,0.1,0,1,0,0,9,9,0,9,0,1.18,1.18,0,1.18,Matches
214,Joan García,es ESP,GK,es Barcelona,24-167,2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches
215,Alejandro Garnacho,ar ARG,FW,eng Chelsea,21-109,2004,2,1,83,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,11,3,17,0,0,0,0,0,0.13,0,0.13,0.13,0.13,Matches
216,Yarek Gasiorowski,es ESP,DF,nl PSV Eindhoven,20-279,2005,2,2,180,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,2,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
217,Federico Gatti,it ITA,DF,it Juventus,27-116,1998,1,1,90,1,1,0,1,1,0,0,0,0,0.1,0.1,0,0.1,0,3,0,1,0,1,1,1,0.12,0,0.12,0.12,0.12,Matches
218,Tyrique George,eng ENG,FW,eng Chelsea,19-256,2006,1,1,60,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,2,0,0,0,0,0,0.17,0,0.17,0.17,0.17,Matches
219,Marc Giger,ch SUI,"FW,MF",be Union SG,21-205,2004,2,0,69,0.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,3,3,2,0,0,0,0,0,0.09,0.11,0.2,0.09,0.2,Matches
220,Billy Gilmour,sct SCO,MF,it Napoli,24-129,2001,2,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
221,Jamie Gittens,eng ENG,FW,eng Chelsea,21-071,2004,1,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,Matches
222,Oscar Gloukh,il ISR,"FW,MF",nl Ajax,21-200,2004,2,1,105,1.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,4,4,9,0,0,0,0,0,0,0.13,0.13,0,0.13,Matches
223,Serge Gnabry,de GER,"MF,FW",de Bayern Munich,30-096,1995,2,1,134,1.5,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.5,0,4,5,0,0.67,0.67,0,0.67,0.1,0.23,0.33,0.1,0.33,Matches
224,Mika Godts,be BEL,FW,nl Ajax,20-133,2005,2,2,158,1.8,0,0,0,0,0,0,0,0,0.7,0.7,0,0.8,10,6,16,0,0,0,0,0,0.41,0.03,0.43,0.41,0.43,Matches
225,David Goldar,es ESP,"DF,MF",cy Pafos FC,31-033,1994,2,2,180,2,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,0,0,0,0,0,0,0,0.13,0,0.13,0.13,0.13,Matches
226,Angel Gomes,eng ENG,"FW,MF",fr Marseille,25-048,2000,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
